福建师范大学携手莆田学院展开“三下乡”寒假社会实践活动, 2024-02-16 12:14:33,https://www.universitychina.net//shijian/news/20240216/146508.html,1月22日，福建师范大学光电与信息工程学院“助农迎春，云上莆仙”实践队联合莆田学院外国语学院前往莆田市常太镇溪南村和马院村展开“三下乡”寒假社会实践活动。第一站——溪南村在那里带队老师首先向实践队讲解了此行的目的——带动乡村农业发展，参观了解莆仙红色文化以及传承乡村非遗手艺，并向实践队发布了此行的第一个任务——直播助农。在溪南村听老师讲解在接收到任务后，实践队前往了溪南村的5G智慧果园，在那里，队员们了解到了常太镇有着“中国枇杷第一乡”的美称，这里的枇杷还入选了2023年第三批全国名特优新农产品名录，因此，枇杷生产成了当地村民的主要收入来源。为了提高当地枇杷的知名度，四名实践队员开展了直播助农活动，第一次尝试了直播带货。面对着直播镜头，他们向着广大网友们讲解了常太镇枇杷的特点和功效，并且推销了枇杷干，枇杷膏以及枇杷罐头等相关产品，获得了广大网友的关注，用年轻一代的方式为常太镇的果农们卖出了枇杷产品。溪南村党支部书记王剑平说：“这些娃娃能吃苦，懂销售，忙前忙后地帮我们直播卖产品、找市场，真不错！”直播推销枇杷产品第二站——马院村接着队员们来到了马院村的闽中游击区革命纪念馆，那里是闽中工农游击队驻地旧址，一进门，古朴的气息扑面而来，没有当代建筑的华丽，走进这座不起眼的农屋仿佛就看见了当时游击队员们围在一起商议作战对策的画面，看着他们留下来的地图，桌椅以及推送物资用的农车，对着墙上的讲解标识，听着广播里放着的各个英雄游击队员事迹，实践队员们清晰地感受到了老一辈革命家赤诚的爱国心，执着的抗战情，他们都是最朴实的工人、农民，为了保卫国家的安全亲身上阵。明白了作为新一代年轻血脉，应该以史为鉴，赓续红色血脉，传承红色基因，不忘老一辈革命家的奋斗初心。闽中游击区革命纪念馆影像最后一站——东太村的吴碧莲奶奶家她是东太传统斗笠技艺的第三代传承人，一到那里，实践队就接到了奶奶的热心招待，她告诉队员们，这斗笠在当时是每一个红军指战员的军用必需品，可以遮阳挡雨，说着还展示起了墙上挂着的斗笠展品。吴奶奶说，编这一个斗笠需要将近40道工序，这里在当时被成为“簸笠乡”，家家户户都种着编斗笠用的簸笠竹，制作斗笠要把竹子剖成不同的形状，大多为片状，薄如纸皮，说着就做起了示范，看着硕大的竹子在经过多次分割后成了可用的薄片，大家都不禁感叹起老一辈手艺人的技艺纯熟。吴奶奶教学编斗笠的技巧在吴奶奶编斗笠的过程中，她告诉队员们，斗笠分为上下两层，需要分开编在合起来收边，最后再进行上桐油固色，才能保证斗笠色泽鲜亮，经久耐用。接着她还热情的招呼队员们亲自动手尝试，她在旁边精心指导，亲身感受过的同学都不禁感叹：“看着容易做起来难”。结束过后，吴奶奶说：“我在去年还去村里小学教小朋友编斗笠，他们跟你们一样，都很乐意学，我很开心，很希望这个手艺能被更多你们这样的年轻人传承下去。”,关键字：三下乡，寒假社会实践，乡村农业发展，莆仙红色文化，非遗手艺，直播助农，枇杷产业，闽中游击区革命纪念馆，传承红色基因，东太村，传统斗笠技艺。
河海学子三下乡：桃李不言，下自成蹊, 2024-02-03 17:47:33,https://www.universitychina.net//shijian/news/20240203/146260.html,"河海大学，坐落于金陵古城，是一所以水利工程为特色、多学科协调发展的综合性大学。这里不仅有优美的校园环境，还有各种丰富多彩的校园生活，是学习与生活的理想之地。首先，让我们一起来感受一下河海大学的晨曦美景。太阳刚升起，晨光照耀在校园里，一派宁静和祥和的景象。整个校园被绿色的树林环绕，花草丛生，鸟语花香，令人陶醉。漫步在校园中，只听到清风拂过树梢的声音，仿佛置身于一个世外桃源。绿茵场上，看看那些充满活力的足球健将和运动健儿们挥洒汗水，在运动中绽放青春之花。河海大学拥有一支实力不俗的足球队，他们勤奋训练，不断提高自己的球技，为学校赢得了众多荣誉。在运动会上，各个学院的健儿奋勇拼搏，互相配合，挑战自我，展现出了青春的活力和不屈的精神。河海学子挥汗足球场当然，校园生活不仅仅只有浪漫的美景，还有食堂丰富多样的美食。河海大学的食堂是个大家庭，这里有各种口味的美食，供应早、中、晚三餐，满足了同学们的胃口。麻辣烫、猪肚鸡、西域风味、川菜小碗、叉烧卤肉饭应有尽有，总有一款能击中你的味蕾。食堂里的工作人员热情友好，让同学们感受到了家的温暖。河海大学的美食此外，河海大学还有豪华便利的设施设备，如孵化你创意的创业小镇、挥洒汗水的体育馆等，为同学们的学习和娱乐提供了优质的场所。图书馆是一个安静明亮的学习场所，里面藏书丰富，设备齐全，冬暖夏凉，为同学们提供了舒适良好的学习环境，在其中学习似乎能忘记时间的流逝，一转眼便见窗外已然“月上柳梢头”。走在回寝室的小路，抬头可见的皎皎明月，给校园增添了几分神秘和浪漫。漫步在校园中，不时能看见情侣们手牵手，走在月光下的小道上，或是一个人静静地享受这片宁静的美景。月光下的河海大学，仿佛是一个魔幻的世界，令人陶醉。美丽的夜景学习之余，学校还举办了各式各样的大型文化展演活动——十佳歌手大赛、楼道歌手大赛、元旦联欢晚会、新生入学欢迎晚会等等，鼓励众多有才艺的学生展现自我，表现自我，大学生艺术团实力强劲，多次在全国大学生艺术展展演取得优异成绩，也让人们感受到了河海大学的艺术氛围和文化底蕴。丰富多彩的文化活动专业方面，河海大学还拥有优势的水利和商科专业。河海大学水利工程学科是我国同类专业中建立最早、培养学生最多的学科，起源于1915年张謇创办的河海工程专门学校，学校有着雄厚的师资力量和先进的教学设施，培养出了很多优秀的水利工程人才，其中不乏“南水北调工程”“长江三峡工程”中优秀的参与者和工程师，时任国务院总理的温家宝同志在建校90周年之际也曾感慨道：“在这里，张闻天读过书，钱正英做过校长新中国的水利水电事业的发展，是同我们这里输送大批人才分不开的。”而商科专业也是学校的强项之一，河海大学商学院在江苏省排名前三，学校秉承“求天下学问，做工商精英”的理念，旨在培养具有广泛视野和高水平的商业人才，""河海特色、世界知名""则是学院的战略定位，意味着学院将在保持其特色的基础上，努力在全球范围内建立知名度。""国际化、高层次、入主流、有特色""是学院的发展路径，表示学院将以国际化为核心，提升教学和研究的质量，使其在国内和国际上都占有一席之地就业前景良好。无论学文学理，河海大学都有适合你的强势学科。河海大学是一个令人向往的理想之地。在这里，你可以感受到美丽的自然风光，体验到丰富多彩的校园生活，享受到便捷的设施设备，感受到浓浓的人文氛围。十二载征途漫漫，你我即将奔赴未来，南京的暖阳终将拂过冬日的阴霾，愿你我相遇河海，在这个美丽的校园留下属于自己的足迹，共同书写青春的新篇章。",关键字：三下乡活动、主要活动内容、美丽校园、丰富多彩、水利工程、商科专业、人文氛围。
河海学子三下乡：扬帆青春河，启航人生海, 2024-01-26 18:07:00,https://www.universitychina.net//shijian/news/20240126/145982.html,一段深情的旋律，一幕幕熟悉的画面，这是河海大学学子用心制作的视频，记录了他们在河海大学的生活片段。这一段段珍贵的记忆，展现出河海大学的独特魅力，也流露出学生们对这所学校的深深热爱。一、严谨学风篇：追求卓越，精益求精河海大学，自创立之初，就秉持着严谨的治学态度。这里的教师团队，不仅具有深厚的学术背景，更有一颗追求卓越的心。他们严谨的教学态度，为学生们营造了一个积极向上的学习环境。学生们在河海，沉浸于学术的海洋，他们不畏困难，不断挑战自我，努力成为各领域的精英。在这段视频中，我们看到了河海大学严谨学风的缩影。课堂上，师生互动热烈，思维碰撞出智慧的火花；图书馆里，学生们埋头苦读，为了理想而奋斗。这里，学术追求精益求精，学生们以梦为马，不负韶华。河海学子在环境优美的图书馆中学习二、校园活动篇：活力四溢，精彩纷呈在河海大学，校园活动总是充满活力和创意，为学生提供展现自我的平台。学术研讨、文艺表演和体育竞赛等活动应有尽有，令人目不暇接。学术活动是学校的特色，学生们可参加讲座、研讨会和论坛，与专家交流，开拓视野。文艺表演则是学生展示才艺的舞台，各种音乐会、舞蹈和戏剧表演丰富了校园文化生活。体育竞赛则锻炼了学生的体魄和团队合作精神。此外，学校还举办创意活动，如校园创意大赛和科技节，鼓励学生发挥想象力，解决问题。这些活动不仅让学生学到知识，还结交朋友，留下宝贵的青春回忆。丰富多彩的文化活动河海学子在十佳歌手舞台上尽展歌喉三、学校猫咪篇：温馨的陪伴，治愈的力量在河海大学的校园里，有一群特殊的居民——猫咪。这些小家伙们自由地穿梭于校园的每一个角落，成为了学生们最好的朋友。它们或躺或卧，或嬉戏或沉思，为这片学术的殿堂增添了几分温馨与和谐。这些温馨的校园角落。阳光洒在草坪上，学生们或坐或躺，享受着午后的宁静；猫咪悠闲地漫步，成为了校园里一道独特的风景线。这些平凡的瞬间，构成了河海大学独特的校园文化，也见证了学生们的青春岁月。可爱的猫咪特殊的小伙伴四、社会实践篇：责任与担当在河海大学，社会实践是学子们成长的重要一环。通过实践，学生们能够将所学知识应用于实际，锻炼自己的综合能力。每年，都有大量的学生参与到各种社会实践中，为社会贡献自己的力量。学生们参与的实践活动多种多样。他们走进农村，推广农业技术，助力乡村振兴；走进社区，开展环保活动，提升居民环保意识；走进企业，了解生产流程，促进校企合作。这些实践活动让学生们更好地了解国情、民情，培养了他们的实践能力、创新能力和团队协作能力。通过社会实践，学生们不仅锻炼了自己，也收获了成长。他们深刻认识到自己的使命和责任，决心将所学知识用于建设祖国、服务人民。在实践中，他们学会了如何与人沟通、如何解决问题、如何面对挑战。这些宝贵的经验将成为他们未来发展的坚实基础。河海大学的社会实践为学生们提供了一个展示才华、锻炼能力的平台。在这里，他们收获了成长、友情和感动。相信在未来的日子里，他们会带着这份责任与担当，书写更加精彩的人生篇章。河海大学青年志愿者帮助群众河海大学青年志愿者实现个人价值河海大学青年志愿者协会五、青春风貌篇：激情与梦想的舞台河海大学的精神风貌，是一种青春的激情与活力，是一种对知识的渴望与追求，更是一种勇往直前的拼搏精神。在这里，学生们怀揣着对未来的憧憬，积极投身于学术研究、文艺创作和体育竞赛中。他们以开放的心态接纳新知识，以批判的眼光看待世界，勇于探索未知领域。同时，他们也注重培养自己的综合素质，通过参与各种社团活动和志愿服务，提升自己的组织协调能力和团队合作精神。这种全面发展、积极向上的精神风貌，正是河海大学所倡导的。在这里，学生们不仅学到了知识，更收获了成长与自信。他们将带着这份独特的精神风貌，走向更广阔的未来。校园马拉松活动河海学子尽展青春风采“奔腾吧，河海！”展望未来，河海学子将带着这份青春的激情与活力，勇往直前，追求更高的目标。让我们共同期待他们在未来的辉煌成就，相信他们的梦想将从河海大学这片热土上起航，绽放出更加绚烂的光彩。,"三下乡活动的主要活动内容如下：关键字：农村、扶贫、教育、医疗、文化、环保1. 农村发展：关注农村基础设施建设，提高农村生产生活条件，推动农业现代化。
2. 扶贫工作：帮助贫困地区发展产业，提高贫困人口收入，实现脱贫攻坚。
3. 教育支持：支援农村教育事业，提高农村孩子接受良好教育的机会。
4. 医疗服务：提供医疗资源下乡服务，改善农村居民医疗条件。
5. 文化传承：挖掘和传承地方特色文化，丰富农村文化生活。
6. 环境保护：倡导绿色发展理念，保护农村生态环境。"
信师学子三下乡：同心共筑中国梦，情系民族共团结, 2023-10-21 19:52:59,https://www.universitychina.net//shijian/news/20231021/144851.html,为深入学习贯彻党的二十大精神，激励新时代青年学子传承光荣传统、赓续精神血脉，情系民族团结，2023年7月30日下午，信阳师范大学国际教育学院广东研学小分队（以下简称广东研学小分队）开展了以“同心共筑，情系民族”为主题的三下乡社会实践活动，在孙中山故居纪念馆进行了参观学习。追寻先贤足迹，传承红色基因7月30日下午2点，广东研学小分队步入孙中山纪念馆，现场气氛庄严肃穆，展馆一楼全面地展示了孙中山的生平事迹、重要思想理论以及他所领导的革命运动的情况，歌颂了他领导人民推翻帝制、建立共和的丰功伟绩。展馆的二楼陈列着孙中山亲属及其后裔的遗物，并介绍了他们的情况及其对革命事业的巨大支持、贡献和牺牲。通过一幅幅珍贵的影像、一件件珍藏的实物、一个个感人的故事，广东研学小分队重温了孙中山先生的生平事迹和领导民主革命的伟大历程，深刻感受到了革命前辈“天下为公”的伟大情怀。               广东研学小分队成员认真参观观览孙文故里，感受伟人情怀7月30日下午4点，我们走进孙中山故居，屋内的陈设一如当年，孙中山先生曾在此研读古今书籍，探索救国救民，中华民族复兴的真理。随后，我们参观了翠亨村民居展示区和孙中山家风展览，感受着革命先烈生活成长的地方，再现了孙中山先生出生、成长的历史背景。我们步入孙中山先生的书房，墙上挂着的“天下为公”这四个大字便映入眼帘，熠熠生辉，道出了伟大的爱国主义者、民族英雄孙中山先生一生以天下兴亡为己任，立志救国救民，实现民族复兴的崇高革命信仰。广东研学小分队成员于孙中山故居门口合影留念通过此次参观活动，我们学习到了孙中山先生热爱祖国、心系民族、追求真理、坚韧不拔的革命精神，作为大学生的我们，在未来的日子里要努力学习，增长才干，汲取伟人精神，用奋斗的青春去实现中华民族伟大复兴的中国梦！,关键字：三下乡社会实践活动、孙中山故居纪念馆、传承红色基因、民族团结、同心共筑。
西华师范大学学子三下乡：“薪火相传 蓄力幼教”, 2023-08-29 14:37:21,https://www.universitychina.net//shijian/news/20230829/143733.html,7月西华师范大学“爱润童心•艺育童智”暑期社会实践团队为传承弘扬优秀的革命文化、传统文化、红色文化，在南充市青少年宫面向“城市暖心工程”家庭子女、留守儿童、随迁子女等群体开展公益教育课堂。红色文化宣讲中志愿者们向孩子们介绍先辈的革命精神、抗战故事；历史课堂上，志愿者和孩子们排演历史情景剧，分享历史故事。图为志愿者为小朋友们讲解古诗图为小朋友们在完成作业图为志愿者教小朋友们英语单词图为志愿者与小朋友们分享历史故事图为志愿者为小朋友们讲解宇宙知识图为志愿者听小朋友讲述他心中的朱德元帅,关键字：西华师范大学、暑期社会实践团队、南充市青少年宫、城市暖心工程、公益教育课堂、革命文化、传统文化、红色文化。
河南学子三下乡： 切身践行，宣传劳动精神, 2023-08-26 10:46:30,https://www.universitychina.net//shijian/news/20230826/143357.html,  来到地处偏僻的东韩台村，走访当地村民，了解目前村民们对于垃圾分类的了解以及现存的问题。根据村民描述，团队成员发现目前有部分村民家会随意处置垃圾，拒绝投放到规定场所的问题。于是，实践团成员们前往村民家中普及垃圾分类知识，引导他们自觉践行垃圾分类，并且探究出村民出现问题的缘由，成功找出是由于垃圾分类箱较少，且离家远不方便等问题导致，经过成员们与村委会沟通，成功解决这一问题。  此外，实践团成员们前往当地小学进行垃圾分类小课堂。上课之前，实践队成员带领小朋友们进行阅读交流会，通过讲述《猪妈妈分垃圾》的故事激发小朋友们的兴趣，引出“可回收物”、“有害垃圾”、“厨余垃圾”、“其他垃圾”的四个概念，向小朋友们宣传了垃圾分类的重要性，树立了正确的垃圾分类观念。同时，实践团成员们通过小游戏来巩固垃圾分类的相关知识，学思结合地帮助小朋友更好地学习垃圾分类的知识。   通过这次活动的开展和学习，增强了团队的劳动能力和协作能力，让每一位成员深刻地感受到了劳动的辛苦与不易。实践队的队员们更加深入地认识到了劳动精神的伟大意义和劳动的重要性。队员们将继续传承和弘扬红色文化精神，用实际行动践行劳动情怀，为实现中华民族伟大复兴的中国梦贡献青春力量！图为实践团成员为村民普及垃圾分类知识。,"这个三下乡活动的主要活动内容包括：走访村民、普及垃圾分类知识、解决垃圾分类问题、开展小学垃圾分类小课堂。

关键字：走访、村民、垃圾分类、解决问题、小学、垃圾分类小课堂。"
师大学子三下乡，以情润童心, 2023-08-25 23:06:17,https://www.universitychina.net//shijian/news/20230825/143311.html,实践队员为小朋友们上了作业辅导课，主题班会课，安全教育课等等，教予小朋友仿诈骗基本常识，拒绝校园欺凌等内容。让小朋友们深刻地体悟这其中的道理，并在日后的学习生活中时时刻刻谨遵老师的教诲。图为实践队员为小朋友们上摄影课。图为实践队员为小朋友们上美食课。图为小朋友认真完成作业的图片。图为实践队员为小朋友们上安全课的照片。图为实践队员为小朋友们上有关于校园欺凌的主题班会课。,关键字：三下乡活动、实践队员、小朋友、作业辅导课、主题班会课、安全教育课、防诈骗基本常识、校园欺凌。
四川学子三下乡：以爱润童心，以艺育童智, 2023-08-24 10:59:15,https://www.universitychina.net//shijian/news/20230824/143085.html,西华师范大学“爱润童心·艺育童智”暑期社会实践队来到了南充市顺庆区青少年宫针对机关单位职工、企业职工、进城务工农民、“城市暖心工程”家庭的双职工子女开展暑期公益课堂。本次公益课堂主要涉及安全教育、红色文化、历史情景剧、趣味英语、体育运动。以拓展孩子课外兴趣为主，同时为这类家庭减轻带孩子的压力。图为实践队员在回答小朋友们问题。图为实践队员在教小朋友古诗。图为实践队员在和小朋友们做游戏。图为实践队员为小朋友们修改作业。图为实践队员在给孩子们上手工课。图为实践队员和小朋友的合照。,"这个三下乡活动的主要活动内容是：安全教育、红色文化、历史情景剧、趣味英语、体育运动。

关键字：安全教育、红色文化、历史情景剧、趣味英语、体育运动。"
常工学子“三下乡”：垃圾巧分类，, 2023-08-23 21:25:32,https://www.universitychina.net//shijian/news/20230823/143031.html,中国大学生网讯（通讯员 李萌）由于生活条件不断改善，生活垃圾也随着不断增加，实行垃圾分类行动迫在眉睫，这需要我们每个人都积极参与进来。于是在这个假期常州工学院“垃圾巧分类，‘东南’更青翠”暑期社会实践团队于2023年6月27日在常州市新北区西夏墅镇东南村进行垃圾分类活动。首先，实践团队在东南村发放海报并进行垃圾分类的宣传，治理培养垃圾分类意识，让垃圾分类成为日常习惯。让东南村村民们明确每个人都是垃圾的生产者，自然要对自己生产的垃圾负责。其次，实践团队通过于村民们进行垃圾分类知识竞赛等活动来加大知识普及的力度，提高东南村村民垃圾分类的自觉性。实践团队对东南村进行实地考察后发现，东南村村民具有垃圾分类的意识，却缺乏垃圾分类的相关知识。进行垃圾分类知识普及也是垃圾分类行动的关键一环。最后，实践团队与政府工作人员交谈，得知垃圾分类后的衔接工作必不可少，应细化垃圾分类的工作流程，建立有效督查系统，垃圾回收车应分类装载不同种类的垃圾，达到垃圾分类流程“从一而终”。,关键字：垃圾分类、暑期社会实践团队、常州工学院、东南村、宣传、知识竞赛、意识、知识普及、政府工作人员、工作流程、督查系统。
重庆移通学院“启韵古镇”文化艺术服务团召开暑期三下乡活动总结, 2023-08-23 20:11:39,https://www.universitychina.net//shijian/news/20230823/143024.html,为了丰富乡村文化，同时传递正能量和文化自信。“启韵古镇”文化艺术服务团来到涞滩古镇进行暑期三下乡社会实践活动，7月3日，此次暑期三下乡社会实践活动迎来尾声。为此针对于近几天的文化艺术服务活动，小队成员在涞滩古镇开展了走访活动以及总结会议。上午，志愿者们来到了涞滩镇二佛村村委会，对当地居民进行文艺汇演感受访谈。居民们一致表示了对节目的喜爱与欣赏。其中一位居民谈到：“这次表演给我们涞滩带来一片生机与美丽。让我们这些村民朋友们感受到了无限的快乐与温暖，也了解了一些传统的民族舞蹈，非常的喜欢，希望明年还能看到这些积极、热情的志愿者，让古镇有更多的青春活力。”志愿者年轻的活力唤醒了古镇的生机，青年一代对文化的热爱与传播使涞滩焕发新生。随后，志愿者们来到了涞滩古镇。看见闲暇的居民们，与居民们进行友好交谈，了解当地人阴米的日常食用情况和对于志愿者们文艺汇演的感想。阴米作为当地的特色产品，被很多人喜爱，当地人常常会煮上一碗阴米粥，平时也爱将阴米做成锅巴、阴米粉这样的衍生品去食用。一位爷爷感慨到：“涞滩这个地方有许多美丽的景色和建筑，来来往往的游客也有很多，但是少有像你们志愿者这样的年轻人来到这个地方，为我们进行这样的文化艺术宣传。”此次“启韵古镇”三下乡社会实践活动，对当地人民日常生活进行了丰富，居民们被优美的舞蹈所感染，促使涞滩人民觉得国家变得越来越好，对基层人民的关心越来越多。下午，志愿者们来到阴米售卖店家，与罗师傅谈论对于非遗视频拍摄的看法。罗师傅回答到：“我一直想申请非遗，我已经是本家阴米第三代传承人了，不想让这门手艺失传，真的很谢谢政府也感谢志愿者们这几天的辛苦付出”。申请非遗的意义在于保护中国文化的多样性，传承历史记忆。罗师傅几代人的传承是对传统技艺的一种保护，将宝贵的非遗技艺代代相传，不因时代的变迁而消逝，将前人的智慧一直延续下去。申请非遗也是为了更好的保护历史记忆，保护非遗文化。非遗申请需要传承人的力量，同时也需要像志愿者这样的社会力量传播。最后，志愿者们对此次“启韵古镇”三下乡社会实践活动活动进行了一系列总结。从视频拍摄到文化汇演以及后期的走访，志愿者们觉得需要坚持常下乡、下长乡、下好乡。深入基层，了解居民们的需求，满足意愿。当代大学生需要为国家、为社会贡献出青春力量力量，做一些力所能及的事。此次三下乡社会实践活动的开展，使志愿者们感受到了乡村文化和风土人情，提高了社会责任感和公益意识，拓宽了视野和思考方式，将温暖传播到涞滩这个富有吸引的地方。,关键词：启韵古镇、文化艺术服务团、暑期三下乡社会实践活动、涞滩古镇、走访活动、总结会议、文艺汇演、阴米、非遗申请、传承人、志愿者、乡村文化、社会责任感、公益意识。
